tracklet_id,p_NEO,p_MBA,p_TNO,p_Trojan,rho_NEO,rho_MBA,rho_TNO,rho_Trojan,valid,reason,v_lambda,v_beta,mean_V,map_center_id,magnitude_bin_id,map_id,interface_version,scorer_seal,map_seal,input_hash
MAGEDGE002,,,,,,,,,False,missing_population_density:Trojans,-0.7565902920861385,0.31399350820047245,23.749972622231247,dlon+000_lat+18,V023.50_023.75,mag025_k150_dlon+000_lat+18.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
MAGEDGE003,,,,,,,,,False,missing_population_density:Trojans,-6.067185864378693,-6.046997191553658,22.74920741721488,dlon-030_lat+35,V022.50_022.75,mag025_k150_dlon-030_lat+35.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELEDGE000,,,,,,,,,False,missing_population_density:Trojans,-4.928841441344795,0.08297661444704228,22.89010349312757,dlon-040_lat-12,V022.75_023.00,mag025_k150_dlon-040_lat-12.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELEDGE001,,,,,,,,,False,"missing_population_density:TNO,Trojans",4.33886885156444,-1.2041848513510063,23.79580330084769,dlon+010_lat-50,V023.75_024.00,mag025_k150_dlon+010_lat-50.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELEDGE002,,,,,,,,,False,missing_population_density:Trojans,-2.461096309269889,-3.6741409678551493,23.96073063179146,dlon+010_lat+08,V023.75_024.00,mag025_k150_dlon+010_lat+08.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELOUT000,,,,,,,,,False,missing_population_density:TNO,4.674392889530705,2.258576630747701,24.59239089124357,dlon+110_lat-50,V024.50_024.75,mag025_k150_dlon+110_lat-50.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELOUT001,,,,,,,,,False,missing_population_density:TNO,6.44160072181701,-0.10507463498852794,24.432916011596056,dlon-090_lat+50,V024.25_024.50,mag025_k150_dlon-090_lat+50.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
VELOUT002,,,,,,,,,False,outside_velocity_grid,-1.511416666108353,-5.500337733774865,23.745503609684715,dlon+070_lat-12,V023.50_023.75,mag025_k150_dlon+070_lat-12.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_NAN_MJD,,,,,,,,,False,nonfinite_field:mjd0,,,22.104384889121786,,,,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_RA_400,,,,,,,,,False,out_of_range:ra0,7703.226457239017,-2475.1929548993126,22.104384889121786,,,,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_DEC_100,,,,,,,,,False,out_of_range:dec0,7704.036925014242,3138.7686367343345,22.104384889121786,,,,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_TIME_ORDER,,,,,,,,,False,nonpositive_time_baseline,-1.224023172047572,0.3838606492520559,22.104384889121786,,,,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_MAG_NAN,,,,,,,,,False,nonfinite_field:mag0_V,0.5875311226341329,-0.18425311165707425,,,,,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_V_TOO_FAINT,,,,,,,,,False,v_out_of_range,0.5875311226341329,-0.18425311165707425,25.6,dlon-130_lat+08,,mag025_k150_dlon-130_lat+08.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
BAD_V_TOO_BRIGHT,,,,,,,,,False,v_out_of_range,0.5875311226341329,-0.18425311165707425,13.4,dlon-130_lat+08,,mag025_k150_dlon-130_lat+08.npz,rubin_vdp_scorer_v1,0e61ec37e263e9a4f9e81ed4ef25ef8fa069f630b8d2003f2ce29ce37de9eaeb,a010bb1bf2e421a3258ff007f7bc4034369918a3877418620cd14e3f0b9d19ab,89f9e428c1574275bb6a6d0785fa3e1ad5ad889f9901e8a0164a9846fd0e7f01
